news,label,value
since taking office president obama has signed into law spending increases of nearly 25 percent for domestic government agencies an 84 percent increase when you include the failed stimulus,half-true,1
wearing the kente cloth worn by affluent african slave traders is like honoring jews by wearing swastikas,false,0
says his political opponents brought 100000 protesters into our state,false,0
gov romney cut off kosher meals for jewish senior citizens who were on medicaid to save $5 a day,barely-true,0
weve had the private sector more than double the investment that was made by the public sector at quonset business park,true,1
when the milwaukee county mental health facility is full cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that,false,0
the oceans have become 30 percent more acidic,mostly-true,1
apple and amazon already operate in many states that require levels of voter id,true,1
the president is advocating a drone strike program in america,false,0
governor evers ag josh kaul and speaker robin vos are demanding red flag gun seizures for wisconsin which would allow gun seizures with no proof arrest indictment conviction or due process at all,barely-true,0
says jeb bush oversaw an average instate tuition increase of 482 percent during his tenure,mostly-true,1
says donald trump was one of the people who rooted for the housing crisis he said back in 2006 gee i hope it does collapse because then i can go in and buy some and make some money ,mostly-true,1
says canada has onetenth of our populationâyet it issues far more highskilled visas more than 150000 yearly than we do 65000,half-true,1
says mike huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports,true,1
we have more women in the workforce than ever before,half-true,1
25000 businesses have been created since scott walker took office,barely-true,0
stimulus money funded a government board that made recommendations that would cost 378000 jobs and $283 billion in sales,false,0
says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as dane county executive in wisconsin,true,1
raising the national minimum wage to $15 per hour would destroy up to 37 million jobs,false,0
trump is as destructive a person in this century as hitler stalin and mao were in the last century he may be responsible for many more million deaths than they were,pants-fire,0
sometime in the next decade there will be more latinos in the state of texas than there are anglos that will happen sometime in the next five to eight to ten years,true,1
pat toomey still supports privatizing social security,half-true,1
says lucy mcbath voted to release criminals from prison murderers rapists,false,0
judging by a recent vote rep debbie wasserman schultz thinks its okay for medical marijuana patients to go to federal prison,barely-true,0
says kelly loeffler was wearing a wire during the georgia senate debate,pants-fire,0
ninety percent of texans say they do not want the nursing homes to close it polls higher than anything else,mostly-true,1
republicans fought to protect tax loopholes for corporations that send our jobs overseas,half-true,1
west virginia has the highest overdose rate per capita of any state in our nation,true,1
says transportation secretary ray lahood will force you to stop using your cell phone while driving,false,0
says connie mack voted to redefine rape as forcible rape,half-true,1
says lil boosie and george zimmerman got into a fight,false,0
hes only there for one purpose and one purpose only and that is to run a shadow government that is gonna totally upset the new agenda,pants-fire,0
what is and isnt a schedule i narcotic is a job for congress,half-true,1
president trump has sent 14000 american troops to the middle east region since may so he cant tell his political rallies that hes getting troops out of endless wars when hes sending 14 times the amount back into the region,true,1
says three muslim congresswomen just refused to sign an oath of office to uphold the us constitution,pants-fire,0
saturday night live executive producer lorne michaels could be put in jail under this amendment for making fun of any politician,half-true,1
a republican bill that would change john doe criminal investigations is creating exceptions in the law for politicians,mostly-true,1
says jacky rosen skipped work  at the expense of veterans to attend a publicity stunt,barely-true,0
massachusetts schools are ranked no 1 of all 50 states,mostly-true,1
raising the minimum wage to $1010 an hour would help lift over a million americans out of poverty,mostly-true,1
birmingham ala is the cradle of the civil rights movement,barely-true,0
more than 25 million americans are unemployed more than 50 million live without health insurance perhaps 100 million live in poverty,half-true,1
says president barack obama is sending a much larger force to deal with ebola than isis is getting,false,0
says if congress doesnt avoid the sequester tens of thousands of parents will have to scramble to find child care for their kids,half-true,1
florida state senators are pushing a new government program that allows prescription drugs from china without fda inspection,false,0
80 percent of the american people havent gotten a pay raise since the crash,mostly-true,1
if you have a family the current minimum wage easily qualifies you for food stamps,mostly-true,1
says texas has the 15th largest economy in the world,true,1
when it comes to fighting terrorism another thing we know that does not work based on lots of empirical evidence is torture,true,1
the coronavirus pandemic is effectively over in the united kingdom and there is absolutely no need for vaccines,pants-fire,0
according to scuba divers summersville lake is the clearest freshwater lake east of the mississippi river,barely-true,0
says mark pryor voted to give social security benefits to illegal immigrants,false,0
says donald trump doesnt believe in equal pay,half-true,1
national geographics photo of the year is a great white shark leaping out of the water,pants-fire,0
poll finds 38 of americans say they will not drink corona beer because of virus,false,0
says us treasury secretary steven mnuchin wants to use a government jet that costs $25000 per hour for his honeymoon,mostly-true,1
new carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224000 more people out of work every year,false,0
the state of texas is funding â¦ womens health services at historically high levels they just increased their level another $50 million for the next two years,true,1
during the benghazi attack a standdown order was given and our troops were told to change their clothes four times,barely-true,0
wisconsin now ranks among the top 10 states for outmigration,barely-true,0
says facebook is removing the share button from protrump posts,false,0
democrats let him cop killer luis bracamontes into our country and democrats let him stay,pants-fire,0
the missiles that were launched at american forces in iraq from iran were funded by barack obama with american tax dollars,false,0
this bill allows virginia to join about 23 other states that have an ultrasound procedure before an abortion,mostly-true,1
says the obamas are connected to the varsity blues college admissions scandal,false,0
we have a worse economy than any other country in the world thats going through covid19 by a factor of three,false,0
says president barack obama is absolutely a muslim,pants-fire,0
the department of homeland security is the only federal department not funded for this entire fiscal year by congress,true,1
six thousand people have sought addiction treatment through expanded medicaid,false,0
kim jong un dead north koreans calling trump an assassin,pants-fire,0
the state of california is begging us to build walls in certain areas they dont tell you that,pants-fire,0
photo shows time magazine cover with barack obama that says treason,false,0
the climate hasnt warmed in quite a few years that is proven scientifically,false,0
a muslim immigrant in michigan can list his second third or fourth wives as extended family and qualify for welfare,barely-true,0
the number of new businesses started per year has dropped by 100000 during this presidents term,half-true,1
i delivered a flat tax for my state i took my state to no 1 in job creation with all due respect to what rick perry has said about texas we did a little bit better,half-true,1
illegal aliens will receive $1400 stimulus checks,barely-true,0
queens voters received premarked ballots for joe biden,false,0
common welfare programs give income of $43330 or $2083 an hour,barely-true,0
weve also seen in the time that hes donald trump been president an increase in carbon emissions going absolutely in the wrong way,mostly-true,1
says that despite a recent increase in school funding scott walker has taken over a billion dollars from the public schools,barely-true,0
says in oregon in 2010 49 percent of all pregnancies were unintended,mostly-true,1
every bit of plastic that has ever been created still exists,false,0
89000 children were separated from their parents under obama and only 1900 children have been separated under trump,false,0
says he fully funded missouri k12 education for the first time in state history,false,0
amendment 1 protects florida seniors from scams and ripoffs,false,0
marcy kaptur voted against a ban which would have prevented the aborting of a baby girl for the sole reason that shes a girl,mostly-true,1
sayswith nearly 75 percent of americans supportive of the construction of the pipeline schrader needs to explain to oregon families why he voted against this needed project,mostly-true,1
says legislative debate of airport patdown procedures initiated federal changes in security procedures,false,0
federal aid for state and local governments through a proposed coronavirus relief bill would amount to half of what the republicans put onto the national debt,mostly-true,1
the vast majority of the american people support bidens $19 trillion rescue plan including a majority of republicans,half-true,1
as part of legislative fights over abortion rightsmike coffman cosponsored a bill to redefine rape,mostly-true,1
georgia has almost 100000 more covid19 cases almost twice as many deaths and almost 600 more nursing home deaths than north carolina,true,1
says revenues are actually up after tax reform,half-true,1
says the obama administration is handing out a pamphlet titled what to do when the veteran in your classroom attempts a mass shooting,pants-fire,0
says ron johnson helped companies ship jobs overseas,false,0
says mark pryor votes with obama 93 percent of the time,mostly-true,1
the geography of poverty has changed fundamentally in the last 15 years with more of it concentrated in fragile and conflict states,mostly-true,1
i have watched ice liberate towns from the grasp of ms13,false,0
says its a statistical reality that most single moms are very poor undereducated cant get a job and if it werent for government assistance their kids would be starving to death,barely-true,0
elorza wants to teach our public school children about the nonexistence of god,pants-fire,0
more than a million californians do not have clean water to bathe in or drink,true,1
since january 2015 the majority of our austin city council meetings have extended past 10 pm and many of our meetings have gone past midnight,barely-true,0
 the president can authorize the killing of a us citizen who fights for a foreign terrorist organization,mostly-true,1
says president joe biden promoted mandatory vaccines for everybody in his march 11 address,false,0
the next state budget will begin with a surplus of over half a billion dollars  $535 million to be exact,false,0
says the looney tunes cartoon character yosemite sam was banned from television for being too violent,false,0
there have been more than 270 mass shootings in the united states in the last year alone thats where four or more are killed,false,0
milwaukee police use deadly force at a rate that is among the lowest in the country,half-true,1
says cory booker supports lateterm and partialbirth abortion and opposes safety regulations,half-true,1
says he has a fiduciary responsibility to his business his family and his employees to pay no more tax than legally required,false,0
amendment 1 protects florida seniors from scams and ripoffs,false,0
the majority last quarter of sherrod browns campaign contributions came from outside of the state of ohio,false,0
every person on death row was a foster kid,false,0
at the beginning of world war ii we had a relatively small army smaller than portugals,true,1
sayswith nearly 75 percent of americans supportive of the construction of the pipeline schrader needs to explain to oregon families why he voted against this needed project,mostly-true,1
sanders medicare for all plan would cost more than the entire federal budget that we spend now,false,0
over 81 percent of the babies that are born at lbj hospital right here in houston are born of women who are not here legally,false,0
says diversity visa immigrants are not vetted,false,0
last year 244 suspected terrorists walked into gun shops and attempted to purchase a firearm 223 were able to get the firearm,mostly-true,1
says alexandria ocasiocortez said we must block trump from stopping the return of the heroic alabama mother from isis in many ways she is more of a hero then our veterans welcome home sister,pants-fire,0
says bernie sanders advocated putting iranian troops into syria to try and resolve the conflict there putting them right on the doorstep of israel,mostly-true,1
says the nih 15 years ago published a study on chloroquine it is effective against covid1,false,0
the new york times had to retract its story that hillary clintons email handling had broken certain laws,false,0
video shows trashed ballots for donald trump,false,0
the state contributed $80 million for the new bucks arena but new income tax revenue from basketball events alone is estimated to be probably over $600 million over the life of the lease,mostly-true,1
one in five american households have nobody under the same roof thats got a job,half-true,1
says hillary clinton threatened to bomb iran âtotally obliterate them âif she was president,half-true,1
austin energy is considering its first rate increase since 1994,mostly-true,1
the shooting in boulder colo was a false flag like most of the others,pants-fire,0
national guard members turned their backs on bidens motorcade on inauguration day,false,0
many gang members have taken advantage of glaring loopholes and our laws to enter the country as illegal unaccompanied alien minors,half-true,1
in florida we have 75000 on a waiting list for child care and 23000 on waiting lists for community care for the elderly,mostly-true,1
and over the last six years chicagos economy has grown faster than the economies of new york city washington dc or the national average,barely-true,0
under obama families have lost over $4000 a year in income,half-true,1
for the first time in eight years our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive communitybased services,mostly-true,1
taxpayers even footed the bill for perrys trip to a bachelor party in las vegas,barely-true,0
it is unusual for a white house official like former national security adviser susan rice to make unmasking requests,false,0
says government is a barrier to innovation and development,false,0
wendy davis raised money for a us house democrat who is a member of a democratic socialists group,pants-fire,0
says six eradicated diseases such as whooping cough and the bubonic plague are making a comeback thanks to refugees and illegal immigrants,false,0
the head of the irs ordered 24000 emails erased before congress could review them making sure the american people will never know the real truth,false,0
for younger people seasonal flu is in many cases a deadlier virus than covid19,mostly-true,1
by revoking the keystone pipeline permit biden is destroying 11000 jobs,half-true,1
says hillary clinton said all workrelated emails were sent back to the state department the fbi director said thats not true,true,1
you cant tell me they can develop a safe vaccine in eight to 10 months or a year it takes more time than that,pants-fire,0
suburbs are by and large integrated,half-true,1
says rick perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts then on forum day tweeted that hed just been running with his dog,mostly-true,1
a virginia principal expelled two kids for wearing a crucifix around their necks saying there is no place for religion at school,pants-fire,0
says the oil industry subsidies that president barack obama is attacking dont exist,false,0
sayspresident obama hijacked the farm bill and turned it into a food stamp bill,pants-fire,0
breaking trump family donates $1 billion to wall fund,pants-fire,0
says rick perry is the guy that tracked down democratic legislators who fled texas in 2003,barely-true,0
we have a retiree that is collecting a $17000 paycheck a month    tax free,true,1
 ice just endorsed me,barely-true,0
its commercial vehicles 18 wheelers and above â¦ that cause 90 plus percent of the damages on our highways and bridges,half-true,1
 the unemployment rate among blacks in texas is 95  far more than double white unemployment  and wages have fallen for black workers in texas since 2000,true,1
today property taxes are lower than they were in 2010,mostly-true,1
quotes joe biden as saying we need to teach our children the islamic faith in our schools,false,0
spanish was the first european language spoken in this country,true,1
says the dccitycouncilpasseda lawbanninglethalrat trapping,pants-fire,0
obama makes huge move to ban social security recipients from owning guns,false,0
the average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old,half-true,1
says only about 250 texans have been killed in action since 911,false,0
in the last six years of ciancis administration violent crime was down in the united states it was down in the region it was down in rhode island but it was up in providence,mostly-true,1
i wanted to keep it private because i dont think its anybodys business if i want to send money to the vets,pants-fire,0
in resident evil the umbrella corporation releases a virus that infects the people of raccoon city a biological research lab with the exact same logo as the umbrella corporation can be found in the city where the coronavirus outbreak originated,false,0
 this is the true picture of milwaukees renaissance after 12 years of mayor tom barretts leadership,pants-fire,0
starbucks ceo if you support traditional marriage we dont want your business,false,0
virginia papers called scott rigells campaign mostly false,pants-fire,0
shaheen votes with obama 99 percent of the time,mostly-true,1
it costs nearly five times as much in california to build and maintain a mile of road as it does in the rest of the nation,false,0
we in indiana have    the highest credit rating in the nation,mostly-true,1
dems have removed any mention of god from their platform,false,0
nationally the unemployment rate for veterans is far greater than the national unemployment rate and wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally,half-true,1
jason carter actually opposed more funding for education in the senate,mostly-true,1
gov kay ivey gave nearly $1 million of taxpayers money to a liberal activist organization that promotes alternative lifestyles and transgenderism,barely-true,0
while all covid19 news has been going on the us government has been sneakily trying to remove endtoend encryption which means the government will be able to see all of your messages and listen to all of your calls,barely-true,0
on whether the federal government should set a minimum wage,full-flop,0
we know that saudi arabia started alqaida,half-true,1
in the united states if there was equal participation of women in the labor market gdp would be up by 5 percent,half-true,1
the fourth amendment was what we fought the revolution over john adams said it was the spark that led to our war for independence,mostly-true,1
says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible,true,1
$6 billion water bond program voters passed in 2011 has yet to be tapped,mostly-true,1
in congress patrick morrisey wrote the health care law giving free health care to illegals,barely-true,0
the city of charlotte passed a bathroom ordinance mandate on every privatesector employer in charlotte,barely-true,0
while barack obama preaches we are our brothers keeper his brother and aunt live in real poverty in kenya,mostly-true,1
says death reports in federal database show the fatal risk of covid19 vaccines,barely-true,0
during her first four years in washington sen ayotte voted with the koch brothers nearly 90 percent of the time,half-true,1
the federal government is prohibited from negotiating lower prescription drug prices for our senior citizens,true,1
in a poll 53 percent of young republican voters    under age 35 said that they would describe a climate change denier as ignorant out of touch or crazy,mostly-true,1
hank aarons death was caused by a covid19 vaccine,false,0
says the human rights campaign is secretly funded,barely-true,0
the muslim brotherhood has openly stated they want to declare war on israel,false,0
says his opponent dorman grace brags on his facebook page about receiving illegal campaign contributions,half-true,1
says as assembly speaker he is a constitutional officer of wisconsin,half-true,1
without the financial resources provided by hunters to protect habitat and stop poachers there would be no infrastructure for wildlife management,false,0
says the cascading effects of climate change contributed to the rise of isis,mostly-true,1
says he invested over $100 million in worker training,mostly-true,1
says austin is the largest city in the us without nonstop flights to europe,false,0
 each vegan spares more than 100 animals every year,barely-true,0
the democrat controlled house never even asked john bolton to testify,false,0
many firearms experts determined the las vegas shooters use of a bump stock actually prevented more casualties and injuries due to its inconsistency inaccuracy and lack of control,false,0
theres been a 1700 percent increase in asylum claims over the last 10 years,mostly-true,1
in 2011 debbie wasserman schultz missed 62 congressional votes â one of the worst records of any member of congress,half-true,1
realdonaldtrump is coming to san antonio which is 60 mexicanamerican,mostly-true,1
roy coopers refusal to do his job is costing taxpayers money,barely-true,0
hr 1 would prevent removal of ineligible voters from registration rolls,false,0
the university of wisconsinmilwaukee has 28 students per faculty member tied for secondlowest in its history since 1994,pants-fire,0
since the fourth quarter of last year until most recently weve added almost 50000 jobs in the coal sector in the month of may alone almost 7000 jobs,barely-true,0
every time weve increased the minimum wage weve seen a growth in jobs,barely-true,0
live cats have holes drilled into their skulls posts put into their heads and coils put into their eyes and some have had their ears cut off or are intentionally deafened or starved at uwmadison labs that do research to improve hearing in humans,half-true,1
75 percent of the jobs created in the state of ohio are created in small business they are not created by huge corporations and those who are very wealthy,mostly-true,1
over 30 states passed the legislation to ban powdered alcohol and missouri is not one of them,true,1
by 2022 just the interest payment on our debt will be greater than the defense of our country,mostly-true,1
in 2014 mexico alone received over $24 billion in remittances sent from the us while other south and central american countries received over 15 percent of their gross domestic product in the form of remittances,half-true,1
all 28 members of nato have pledged to spend at least 2 percent of their economy on defense but only three countries do  britain greece and us,mostly-true,1
when mentioning villanovas buzzerbeating win in the national championships hillary clinton said i love those comefrombehind victories,barely-true,0
i watched in jersey city nj where thousands and thousands of people were cheering as the world trade center collapsed,pants-fire,0
democrats spent 4 years refusing to acknowledge trumps 2016 victory,false,0
says new medicare billing guidelines have nine codes for injuries by turkeys,true,1
bill gates worked to end livestock production and is pushing lab grown meat,half-true,1
technically ted cruz is not even an american,pants-fire,0
so this is just a way theyre trying to steal the election and everybody knows that because the only way theyre going to win is by a rigged election,pants-fire,0
there are more atheists in the country right now than jews muslims hindus and buddhists combined and doubled,false,0
im one of two members of congress out of 535 that takes no corporate cash no political action committee money,half-true,1
says president barack obama has put up a stop sign â¦ against oil drilling against any kind of exploration offshore or in alaska,false,0
currently were at 36 percent of our children born out of wedlock,true,1
says elizabeth warren said having an abortion is no different than someone having their tonsils removed,barely-true,0
says president barack obama has said that everybody should hate the police,pants-fire,0
says president barack obama has put up a stop sign â¦ against oil drilling against any kind of exploration offshore or in alaska,false,0
says hillary clinton said the veterans affairs scandal is overexaggerated she said she was satisfied with what was going on,barely-true,0
only fools or worse are saying that our money losing post office makes money with amazon they lose a fortune and this will be changed,false,0
todays minimum wage worker making $725 an hour has less buying power than a minimum wage worker in the 1960s,true,1
says his fatherinlaw former gov linwood holton integrated virginia public schools,half-true,1
birthers have obtained a copy of obamas kenyan birth certificate,pants-fire,0
you look at today only half the 30yearolds are doing better than their parents were at age 30 when i was being raised it was 90,mostly-true,1
when news broke that ferguson 18yearold michael brown was a suspect in a robbery msnbc practically went off the air for a while to have behindcloseddoors meetings to figure out how to deal with this new revelation,false,0
in the past three years state legislatures have enacted more of these restrictions on abortion than in the previous 10 years combined,true,1
theres $30 billion in expansion funds that weve paid â its our money and nathan deal wants washington to keep it,half-true,1
the earth is 6000 years old thats a fact,false,0
says mitt romney raised business taxes 20 percent in massachusetts,mostly-true,1
the fbi has reopened its investigation into hillary clinton  and discovered another 650000 emails,half-true,1
says kamala harris said american churches are propaganda centers for intolerant homophobic xenophobic vitriol,false,0
the new apple watch series 4 includes the first ecg product offered overthecounter directly to consumers,false,0
says she is 6th in hard dollars raised and has more cash on hand than governors john kasich and chris christie combined,true,1
the earth is not warming,pants-fire,0
a bag of cheetos costs less to buy than an apple and in some milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option,mostly-true,1
we have the highest corporate tax rate in the world its 35 percent,true,1
california has added twice as many jobs as florida over the past year,half-true,1
thats legal if you find out about somebody elses salary even if youre doing exactly the same job you can be retaliated against including being fired in most places,barely-true,0
the reason russia was in afghanistan was because terrorists were going into russia,pants-fire,0
in the old days if you were president and you had a good economy you were basically immune from criticism,pants-fire,0
says the portland childrens levy holds its administrative expenses to less than 5 percent,true,1
while exxon mobil has 40 pages on its media response strategy its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long,mostly-true,1
on whether he would vote for the budget proposed by rep paul ryan rwis,full-flop,0
not one democrat called for gun control after a man shot at republican lawmakers playing softball,false,0
while rob portman relies on his super pac and a handful of billionaires to do his dirty work we dont have a super pac and quite frankly we dont want one that spends millions to spew out lies and distortions,half-true,1
nick freitas voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy ,mostly-true,1
this years state budget continues to direct millions in taxpayer dollars in advertising to the failing startup ny program,false,0
in afghanistan it is very very rare that someone who is killed in action is not killed by an improvised explosive device or ied,barely-true,0
the top 110th of 1 percent today in america owns almost as much wealth as the bottom 90 percent,mostly-true,1
chinese people eat human baby soup to improve health,pants-fire,0
the united states has the highest corporate tax rate in the free world,mostly-true,1
says since 1994 when vawa was first passed incidents of domestic violence have dropped more than 50 percent,true,1
says kurt schrader voted to cut $500 billion from medicare threatening thousands of oregon seniors and their access to their current coverage,barely-true,0
in oregon 12808 people were arrested for marijuanarelated crimes in 2012,false,0
despite having their budget increased by over 40 percent since 2009 â¦ pending claims for benefits with the department of veterans affairs have increased from 391000 to 890000 under the obama administration,true,1
women make 77 cents for every dollar a man earns,mostly-true,1
the kkk was founded as the military arm of the democratic party,false,0
says facebook shut down a chickfila appreciation day,half-true,1
says us senate candidate tommy thompson says hell do away with medicare,half-true,1
says $57000 is the mean income in our state for a family,false,0
says peta is using this really fancy drone to follow hunters around in some places in other countries,half-true,1
since the passage of the violence against women act annual rates of domestic violence have dropped by 63 percent,half-true,1
when republicans last controlled the presidency and congress the number of people on food stamps and the number of people in lowincome housing went through the roof,mostly-true,1
we have created new jobs here in cranston  more than 1000,mostly-true,1
in renewable and advanced energy manufacturing projects ohio now ranks first among the 50 states,half-true,1
says the giant african land snail carries human meningitis,half-true,1
a national paid leave program would potentially put into the economy $21 billion dollars annually,barely-true,0
if youre making less than $15 an hour youre living below the poverty wage,half-true,1
with the auto rescue president barack obama saved more than 1 million middleclass jobs all across america including more than 28000 in wisconsin,half-true,1
says biden said the day after im elected i will let you know what i stand for bc if i tell you now it will be all over the news,barely-true,0
when obama went to pakistan in 1981 he could not have been traveling as a us citizen,pants-fire,0
a trump administration proposal for the interior department is the largest investment in our public lands infrastructure in our nations history,false,0
the republicans are proposing to pay for their giant tax cut to the rich by gutting medicare and medicaid,half-true,1
says donald trump is going to go out and carpet bomb the middle east,false,0
jamaica has not recorded any case of the coronavirus,pants-fire,0
texas is growing twice as fast as the rest of the country,true,1
the massachusetts supreme courtdefined marriage as simply quotethe establishment of intimacy  i guess that would mean if you really had affection for your horse i guess you could marry your horse,pants-fire,0
says ruth bader ginsburg was nominated and confirmed 43 days before an election,false,0
images that show a 90yearold uk woman receiving the pfizer covid19 vaccine appeared online in a cnn news story in october,false,0
after 30 years of inaction we raised fuel standards so that by the middle of the next decade cars and trucks will go twice as far on a gallon of gas,half-true,1
almost 40 percent of all undocumentedimmigrants come by plane and they overstay their visas,half-true,1
the majority of minimum wage workersare mothers,false,0
from europe 3964 people have died from adverse drug reactions for covid19 vaccines â 162610 injuries,false,0
in nevada they want to have a thing where you dont have to have any verification of the signature on ballots,false,0
now we have isis coming over the usmexico border,false,0
says north carolina is home of the largest military installations in the world,mostly-true,1
clerks in milwaukee and dane counties colluded to add nearly 250000 individuals to the indefinitely confined voter list,false,0
the approval of the united states was 20 points higher when hillary clinton left the secretary of states office than when she took it,half-true,1
ive supported every investigation into hurricane katrina and ways of finding out how â what caused the tragedy ive met with people on the ground ive met with the governor,barely-true,0
44 of homeless people are employed,half-true,1
clackamas county commissioners approved a renegotiated agreement to lower the countys contribution to trimets portlandmilwaukie light rail project to $199 million from $25 million,false,0
together we added more jobs than any other area while i was dane county executive,half-true,1
up until recently 75 percent of all the sorties that left the base came back without dropping their ordnances because there was such a concern about making sure that there were no civilian casualties,mostly-true,1
rep robert pittenger stood against funding for the border wall,false,0
the united states decided waterboarding was torture back when we courtmartialed american soldiers for waterboarding philippine insurgents in the philippine revolution,true,1
the amount of the revenue required by the state for the construction of highspeed rail is around 10 percent,mostly-true,1
200000 students attempt suicide every year on college campuses,half-true,1
welfare programs caused more longterm damage to detroit than the atomic bomb caused to hiroshima,pants-fire,0
soybeans dropped 70 cents and corn 50 cents per bushel in two days causing farmers to lose big money thanks to bidens executive orders,barely-true,0
mary burkes company trek bicycles makes 99 of their bikes overseas,mostly-true,1
caution kissing and cuddling chickens can be hazardous to your health,true,1
says bernie sanders voted against the auto bailout,half-true,1
the recovery act saved 60000 jobs among law enforcement officials firefighters in the state of florida plus another 20000 educators,barely-true,0
the white house was dark for 10 nights in a row,false,0
members of congress passed a pay raise for themselves of $10000 over two years even as they voted not to raise social security benefits for 2010 and 2011,barely-true,0
when abraham lincoln made the gettysburg address speech the great speech do you know he was ridiculed he was ridiculed,mostly-true,1
says 25 percent of us muslims agreed that violence against americans here in the united states is justified as a part of the global jihad,barely-true,0
but if my opponent had his way the millions of floridians who rely on it wouldve had their social security tied up in the stock market this week,false,0
say a boy wascaged in a wire enclosure,false,0
wages are on the rise â in fact we were the top smallbusiness wage growth state in the nation,mostly-true,1
says its not possible for some wisconsin residents to watch packers games theyre forced to watch viking games so he got a law passed to fix the problem,barely-true,0
wayne powell has a stated position of having no objection to taking in god we trust off of us currency,true,1
crime has been getting worse since jerry brown was elected governor,barely-true,0
a video shows joe biden lost and confused on stage,pants-fire,0
us military uniforms are manufactured in china,pants-fire,0
an audit report found that a voting system used in michigan in the 2020 presidential election was designed to create systemic fraud,false,0
actor tom hanks has passed away age 63,pants-fire,0
us sen bill nelson was the deciding vote for the health care law,barely-true,0
in tripoli jihadists today swim in our embassy pool,half-true,1
says republican lieutenants to house speaker joe straus aired radio ads supporting democratic state rep mark homer helping the democrat to a narrow win,mostly-true,1
the goal of common core is to instill federally determined attitudes and mindsets in students including political and religious beliefs,pants-fire,0
american aluminum and steel are vital to our national security  they are the bedrock of our defense industrial base,half-true,1
nine million people have lowercost hivaids medicine because of the work of the clinton foundation and my husband,true,1
says nancy pelosi said it is dangerous to let the voters decide trumps fate,false,0
21 of people are having serious adverse events from the moderna vaccine,false,0
nearly one in five women in america has been a victim of rape or attempted rape,mostly-true,1
the violent crime rate in america is the same as it was in 1968 yet our prison system has grown by over 500 percent,half-true,1
says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in texas on the same night the city of austin voted to cut $150 million from the police department,false,0
says barack obama has the legal authority to let in really however many refugees he wants from whatever country,half-true,1
jeb bushs plan for social security is disastrous for seniors and raises the retirement age to 70,barely-true,0
i am the only state attorney general in america fighting to hold the big tech companies accountable for their behavior,barely-true,0
nobodys health is at risk right now from pfas contamination as long as they are receiving bottled drinking water,false,0
the united states is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change,mostly-true,1
says joe biden has effectively ordered a shutdown of ice halting virtually all deportations everyone murderers everybody no more,false,0
the daughter of a donald trump appointee posed as an el paso shooting victim in a photo with the president,pants-fire,0
says a us supreme court justice suggested that some us cases will be decided based on south african law,false,0
the noise from windmills causes cancer,pants-fire,0
a fox news affiliate reported on a shooting before it happened,false,0
says we could have saved ourselves the cost of building the powell butte water reservoir,false,0
donald trump sued the city of palm beach when he bought a segregated club mar a lago to open it to jews  blacks,barely-true,0
the boeing 737 max 8 the type of plane that crashed in ethiopia continues to fly in the united states despite the faa saying software updates are likely coming,true,1
among syrian refugees there arent that many women there arent that many children,false,0
texas agriculture is at 98 percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it,half-true,1
putin interference could give courts legal right to make hillary president,false,0
expanding medicaid would require borrowing more money drastically expanding our deficit,half-true,1
as secretary of state hillary clinton worked hard to get strong sanctions against irans nuclear program and got russia and china to support them,mostly-true,1
alabama is the most generous state in the union in terms of what we give to charities,half-true,1
says people convicted of felonies or under restraining orders can buy a firearm without going through a background check,true,1
giving a committee chairs stipend in the new york state senate to another member of that committee has been in fact a legislative practice for decades,false,0
nancy pelosi vows democrats will raise taxes if they take back the house,half-true,1
does the demconvention know nygovcuomo forced nursing homes across ny to take in covid positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers,barely-true,0
seven of the 10 highestincome counties in the country ring the city of washington dc,true,1
an old image shows a drug store with a marijuana leaf sign,false,0
says he holds the record for most appearances on meet the press,mostly-true,1
i dont even know what qanon is,false,0
atlanta tea party cofounder debbie dooley wants gas taxes raised,half-true,1
a lot of people are talking about the removal of a very fair prosecutor in ukraine,false,0
california has the largest death row in the western hemisphere the largest death row in the united states of america â two times the size of the next largest state florida,true,1
under phil bredesen in sexual harassment cases his administration chose to shred some of the documents so that womens voices would never be heard,half-true,1
says whoopi goldberg kept her job and was applauded by abc after calling jeanine pirro a racist slur,false,0
says dan patrick supported giving a $5000 taxpayerfunded voucher to every family to buy a car,mostly-true,1
chinas developing country status in the world trade organizationmeans they can tariff and embargo,half-true,1
says he did not tell former president barack obama dont go after osama bin laden,barely-true,0
ive got 15 days from my announcement to file paperwork with the fec,half-true,1
the republicans have 2 percent of the muslim vote,mostly-true,1
